"species_sci"	"sample"	"study"	"pub_stranded"	"n_reads"	"failed"	"strand_fwd"	"strand_rev"	"max_strand"	"max_strand_no_fail"	"aligned"	"percent_aligned"	"test_stranded"	"flag"
"h. sapiens"	"SRR7146227"	"PRJNA470932"	"Stranded"	1000000	0.1133	0.0054	0.8813	0.8813	0.993910003383331	859286	0.859286	"Stranded"	"Passed"
"h. sapiens"	"SRR7146228"	"PRJNA470932"	"Stranded"	1000000	0.112	0.0056	0.8824	0.8824	0.993693693693694	857256	0.857256	"Stranded"	"Passed"
"h. sapiens"	"SRR7146229"	"PRJNA470932"	"Stranded"	1000000	0.111	0.0046	0.8843	0.8843	0.994825064686691	857956	0.857956	"Stranded"	"Passed"
"h. sapiens"	"SRR7759712"	"PRJNA488107"	"Unstranded"	1000000	0.2472	0.3875	0.3653	0.3875	0.514744952178533	754367	0.754367	"Unstranded"	"Passed"
"h. sapiens"	"SRR7759713"	"PRJNA488107"	"Unstranded"	1000000	0.241	0.3865	0.3724	0.3865	0.509289761496903	872701	0.872701	"Unstranded"	"Passed"
"h. sapiens"	"SRR7759714"	"PRJNA488107"	"Unstranded"	1000000	0.2203	0.3674	0.4122	0.4122	0.528732683427399	791337	0.791337	"Unstranded"	"Failed"
"h. sapiens"	"SRR7890155"	"PRJNA492497"	"Stranded"	1000000	0.1196	0.0241	0.8563	0.8563	0.972626079054975	438296	0.438296	"Stranded"	"Passed"
"h. sapiens"	"SRR7890156"	"PRJNA492497"	"Stranded"	1000000	0.12	0.0248	0.8552	0.8552	0.971818181818182	424581	0.424581	"Stranded"	"Passed"
"h. sapiens"	"SRR7890157"	"PRJNA492497"	"Stranded"	1000000	0.1368	0.0238	0.8394	0.8394	0.972428174235403	598838	0.598838	"Stranded"	"Passed"
"h. sapiens"	"SRR934360"	"PRJNA211959"	"Unstranded"	1000000	0.1398	0.4337	0.4265	0.4337	0.504185073238782	916763	0.916763	"Unstranded"	"Passed"
"h. sapiens"	"SRR10223738"	"PRJNA575571"	"Stranded"	2000	0.102	0.0045	0.8935	0.8935	0.994988864142539	1799	0.8995	"Stranded"	"Passed"
"h. sapiens"	"SRR10223739"	"PRJNA575571"	"Stranded"	2000	0.1405	0.005	0.8545	0.8545	0.994182664339732	1768	0.884	"Stranded"	"Passed"
"h. sapiens"	"SRR10223740"	"PRJNA575571"	"Stranded"	2000	0.1275	0.0065	0.866	0.866	0.992550143266476	1679	0.8395	"Stranded"	"Passed"
"h. sapiens"	"SRR10894924"	"PRJNA601238"	"Stranded"	2000	0.1205	0.015	0.8645	0.8645	0.982944855031268	1612	0.806	"Stranded"	"Passed"
"h. sapiens"	"SRR10894925"	"PRJNA601238"	"Stranded"	2000	0.1045	0.011	0.8845	0.8845	0.987716359575656	1510	0.755	"Stranded"	"Passed"
"h. sapiens"	"SRR10894926"	"PRJNA601238"	"Stranded"	2000	0.1225	0.0045	0.873	0.873	0.994871794871795	1645	0.8225	"Stranded"	"Passed"
"h. sapiens"	"SRR1554436"	"PRJNA258522"	"Stranded"	2000	0.008	0.011	0.981	0.981	0.988911290322581	1248	0.624	"Stranded"	"Passed"
"h. sapiens"	"SRR1554437"	"PRJNA258522"	"Stranded"	2000	0.014	0.011	0.975	0.975	0.988843813387424	1188	0.594	"Stranded"	"Passed"
"h. sapiens"	"SRR1554438"	"PRJNA258522"	"Stranded"	2000	0.018	0.003	0.979	0.979	0.996945010183299	1161	0.5805	"Stranded"	"Passed"
"h. sapiens"	"SRR1714481"	"PRJNA270371"	"Stranded"	2000	0.1214	0.837	0.0416	0.837	0.95265194627817	788	0.394	"Stranded"	"Passed"
"h. sapiens"	"SRR1714482"	"PRJNA270371"	"Stranded"	2000	0.112	0.842	0.046	0.842	0.948198198198198	1280	0.64	"Stranded"	"Passed"
"h. sapiens"	"SRR1714483"	"PRJNA270371"	"Stranded"	2000	0.1255	0.853	0.0215	0.853	0.975414522584334	1434	0.717	"Stranded"	"Passed"
"h. sapiens"	"SRR1817386"	"PRJNA276277"	"Stranded"	2000	0.098	0.0065	0.8955	0.8955	0.992793791574279	1850	0.925	"Stranded"	"Passed"
"h. sapiens"	"SRR1817387"	"PRJNA276277"	"Stranded"	2000	0.1105	0.0115	0.878	0.878	0.987071388420461	1824	0.912	"Stranded"	"Passed"
"h. sapiens"	"SRR1817388"	"PRJNA276277"	"Stranded"	2000	0.1195	0.011	0.8695	0.8695	0.987507098239637	1837	0.9185	"Stranded"	"Passed"
"h. sapiens"	"SRR2043005"	"PRJNA285124"	"Unstranded"	2000	0.116	0.002	0.882	0.882	0.997737556561086	1846	0.923	"Stranded"	"Failed"
"h. sapiens"	"SRR2043006"	"PRJNA285124"	"Unstranded"	2000	0.1445	0.001	0.8545	0.8545	0.998831092928112	1755	0.8775	"Stranded"	"Failed"
"h. sapiens"	"SRR2043007"	"PRJNA285124"	"Unstranded"	2000	0.125	0.0025	0.8725	0.8725	0.997142857142857	1811	0.9055	"Stranded"	"Failed"
"h. sapiens"	"SRR2184428"	"PRJNA293984"	"Stranded"	2000	0.1155	0.4325	0.452	0.452	0.511023176936122	1826	0.913	"Unstranded"	"Failed"
"h. sapiens"	"SRR2184429"	"PRJNA293984"	"Stranded"	2000	0.132	0.4225	0.4455	0.4455	0.513248847926267	1780	0.89	"Unstranded"	"Failed"
"h. sapiens"	"SRR2184430"	"PRJNA293984"	"Stranded"	2000	0.127	0.46	0.413	0.46	0.526918671248568	1788	0.894	"Unstranded"	"Failed"
"h. sapiens"	"SRR2891494"	"PRJNA301012"	"Unstranded"	2000	0.139	0.0115	0.8495	0.8495	0.98664343786295	1793	0.8965	"Stranded"	"Failed"
"h. sapiens"	"SRR2891495"	"PRJNA301012"	"Unstranded"	2000	0.1195	0.009	0.8715	0.8715	0.989778534923339	1772	0.886	"Stranded"	"Failed"
"h. sapiens"	"SRR2891496"	"PRJNA301012"	"Unstranded"	2000	0.138	0.0135	0.8485	0.8485	0.984338747099768	1815	0.9075	"Stranded"	"Failed"
"h. sapiens"	"SRR2927744"	"PRJNA301364"	"Stranded"	2000	0.1181	0.0293	0.8525	0.8525	0.966772510773418	715	0.3575	"Stranded"	"Passed"
"h. sapiens"	"SRR2927745"	"PRJNA301364"	"Stranded"	2000	0.1402	0.0557	0.804	0.804	0.935209956961731	627	0.3135	"Stranded"	"Passed"
"h. sapiens"	"SRR2927746"	"PRJNA301364"	"Stranded"	2000	0.1598	0.0265	0.8137	0.8137	0.968459890502261	667	0.3335	"Stranded"	"Passed"
"h. sapiens"	"SRR3176269"	"PRJNA312400"	"Unstranded"	2000	0.1415	0.0045	0.854	0.854	0.994758299359348	1604	0.802	"Stranded"	"Failed"
"h. sapiens"	"SRR3176270"	"PRJNA312400"	"Unstranded"	2000	0.126	0.002	0.872	0.872	0.997711670480549	1599	0.7995	"Stranded"	"Failed"
"h. sapiens"	"SRR3176271"	"PRJNA312400"	"Unstranded"	2000	0.145	0.0025	0.8525	0.8525	0.997076023391813	1564	0.782	"Stranded"	"Failed"
"h. sapiens"	"SRR3228429"	"PRJNA315294"	"Stranded"	2000	0.1075	0.0045	0.888	0.888	0.994957983193277	1559	0.7795	"Stranded"	"Passed"
"h. sapiens"	"SRR3228430"	"PRJNA315294"	"Stranded"	2000	0.1155	0.007	0.8775	0.8775	0.992085924250989	1528	0.764	"Stranded"	"Passed"
"h. sapiens"	"SRR3228431"	"PRJNA315294"	"Stranded"	2000	0.1245	0.009	0.8665	0.8665	0.989720159908624	1421	0.7105	"Stranded"	"Passed"
"h. sapiens"	"SRR3727795"	"PRJNA327180"	"Unstranded"	2000	0.125	0.4525	0.4225	0.4525	0.517142857142857	1783	0.8915	"Unstranded"	"Passed"
"h. sapiens"	"SRR3727796"	"PRJNA327180"	"Unstranded"	2000	0.1365	0.434	0.4295	0.434	0.502605674580197	1614	0.807	"Unstranded"	"Passed"
"h. sapiens"	"SRR3727797"	"PRJNA327180"	"Unstranded"	2000	0.1255	0.431	0.4435	0.4435	0.507146941109205	1681	0.8405	"Unstranded"	"Passed"
"h. sapiens"	"SRR4016943"	"PRJNA338329"	"Unstranded"	2000	0.103	0.457	0.44	0.457	0.509476031215162	1773	0.8865	"Unstranded"	"Passed"
"h. sapiens"	"SRR4016944"	"PRJNA338329"	"Unstranded"	2000	0.1235	0.429	0.4475	0.4475	0.510553337136338	1784	0.892	"Unstranded"	"Passed"
"h. sapiens"	"SRR4016945"	"PRJNA338329"	"Unstranded"	2000	0.0985	0.446	0.4555	0.4555	0.505268996117582	1788	0.894	"Unstranded"	"Passed"
"h. sapiens"	"SRR5115115"	"PRJNA357628"	"Stranded"	2000	0.1135	0.0065	0.88	0.88	0.992667794698252	1687	0.8435	"Stranded"	"Passed"
"h. sapiens"	"SRR5115116"	"PRJNA357628"	"Stranded"	2000	0.0535	0.0035	0.943	0.943	0.996302165874274	1751	0.8755	"Stranded"	"Passed"
"h. sapiens"	"SRR5115117"	"PRJNA357628"	"Stranded"	2000	0.074	0.0085	0.9175	0.9175	0.990820734341253	1416	0.708	"Stranded"	"Passed"
"h. sapiens"	"SRR5350614"	"PRJNA379443"	"Unstranded"	2000	0.122	0.4585	0.4195	0.4585	0.522209567198178	1729	0.8645	"Unstranded"	"Passed"
"h. sapiens"	"SRR5350615"	"PRJNA379443"	"Unstranded"	2000	0.1075	0.447	0.4455	0.447	0.500840336134454	1746	0.873	"Unstranded"	"Passed"
"h. sapiens"	"SRR5350616"	"PRJNA379443"	"Unstranded"	2000	0.1095	0.4555	0.435	0.4555	0.511510387422796	1723	0.8615	"Unstranded"	"Passed"
"h. sapiens"	"SRR5575722"	"PRJNA387175"	"Unstranded"	2000	0.168	0.427	0.405	0.427	0.513221153846154	1168	0.584	"Unstranded"	"Passed"
"h. sapiens"	"SRR5575723"	"PRJNA387175"	"Unstranded"	2000	0.138	0.4015	0.4605	0.4605	0.534222737819026	1433	0.7165	"Unstranded"	"Passed"
"h. sapiens"	"SRR5575724"	"PRJNA387175"	"Unstranded"	2000	0.136	0.434	0.43	0.434	0.502314814814815	1455	0.7275	"Unstranded"	"Passed"
"h. sapiens"	"SRR7146227"	"PRJNA470932"	"Stranded"	2000	0.1115	0.003	0.8855	0.8855	0.996623522791221	1710	0.855	"Stranded"	"Passed"
"h. sapiens"	"SRR7146228"	"PRJNA470932"	"Stranded"	2000	0.1095	0.002	0.8885	0.8885	0.997754070746771	1710	0.855	"Stranded"	"Passed"
"h. sapiens"	"SRR7146229"	"PRJNA470932"	"Stranded"	2000	0.1075	0.008	0.8845	0.8845	0.991036414565826	1711	0.8555	"Stranded"	"Passed"
"h. sapiens"	"SRR7890155"	"PRJNA492497"	"Stranded"	2000	0.111	0.0287	0.8603	0.8603	0.967716535433071	855	0.4275	"Stranded"	"Passed"
"h. sapiens"	"SRR7890156"	"PRJNA492497"	"Stranded"	2000	0.1266	0.0241	0.8494	0.8494	0.972409845449342	844	0.422	"Stranded"	"Passed"
"h. sapiens"	"SRR7890157"	"PRJNA492497"	"Stranded"	2000	0.1385	0.0245	0.837	0.837	0.971561230412072	1172	0.586	"Stranded"	"Passed"
"h. sapiens"	"SRR934360"	"PRJNA211959"	"Unstranded"	2000	0.142	0.4255	0.4325	0.4325	0.504079254079254	1823	0.9115	"Unstranded"	"Passed"
"h. sapiens"	"SRR934361"	"PRJNA211959"	"Unstranded"	2000	0.1275	0.447	0.4255	0.447	0.512320916905444	1742	0.871	"Unstranded"	"Passed"
"h. sapiens"	"SRR934362"	"PRJNA211959"	"Unstranded"	2000	0.1365	0.405	0.4585	0.4585	0.530978575564563	1748	0.874	"Unstranded"	"Passed"
"h. sapiens"	"SRR10223738"	"PRJNA575571"	"Stranded"	20000	0.123	0.0027	0.8742	0.8742	0.996920971604516	18077	0.90385	"Stranded"	"Passed"
"h. sapiens"	"SRR10223739"	"PRJNA575571"	"Stranded"	20000	0.1352	0.0035	0.8613	0.8613	0.99595282146161	17640	0.882	"Stranded"	"Passed"
"h. sapiens"	"SRR10223740"	"PRJNA575571"	"Stranded"	20000	0.1231	0.0069	0.87	0.87	0.992131371878207	16539	0.82695	"Stranded"	"Passed"
"h. sapiens"	"SRR10894924"	"PRJNA601238"	"Stranded"	20000	0.1195	0.0063	0.8743	0.8743	0.992845786963434	16077	0.80385	"Stranded"	"Passed"
"h. sapiens"	"SRR10894925"	"PRJNA601238"	"Stranded"	20000	0.1113	0.0089	0.8799	0.8799	0.989986498649865	15136	0.7568	"Stranded"	"Passed"
"h. sapiens"	"SRR10894926"	"PRJNA601238"	"Stranded"	20000	0.1294	0.0057	0.8648	0.8648	0.993452039058013	16170	0.8085	"Stranded"	"Passed"
"h. sapiens"	"SRR1554436"	"PRJNA258522"	"Stranded"	20000	0.6492	0.0055	0.3453	0.3453	0.984321550741163	9881	0.49405	"Stranded"	"Passed"
"h. sapiens"	"SRR1554437"	"PRJNA258522"	"Stranded"	20000	0.832	0.0028	0.1651	0.1651	0.983323406789756	12131	0.60655	"Stranded"	"Passed"
"h. sapiens"	"SRR1554438"	"PRJNA258522"	"Stranded"	20000	0.6886	0.0028	0.3086	0.3086	0.991008349389852	10973	0.54865	"Stranded"	"Passed"
"h. sapiens"	"SRR1714481"	"PRJNA270371"	"Stranded"	20000	0.118	0.8262	0.0558	0.8262	0.936734693877551	7792	0.3896	"Stranded"	"Passed"
"h. sapiens"	"SRR1714482"	"PRJNA270371"	"Stranded"	20000	0.1147	0.8482	0.0371	0.8482	0.958093301705636	12726	0.6363	"Stranded"	"Passed"
"h. sapiens"	"SRR1714483"	"PRJNA270371"	"Stranded"	20000	0.1164	0.8548	0.0289	0.8548	0.967296593866697	14610	0.7305	"Stranded"	"Passed"
"h. sapiens"	"SRR1817386"	"PRJNA276277"	"Stranded"	20000	0.1165	0.0069	0.8767	0.8767	0.992191036668176	18216	0.9108	"Stranded"	"Passed"
"h. sapiens"	"SRR1817387"	"PRJNA276277"	"Stranded"	20000	0.1246	0.0111	0.8643	0.8643	0.987320082248115	18122	0.9061	"Stranded"	"Passed"
"h. sapiens"	"SRR1817388"	"PRJNA276277"	"Stranded"	20000	0.1191	0.0092	0.8717	0.8717	0.989556135770235	18237	0.91185	"Stranded"	"Passed"
"h. sapiens"	"SRR2043005"	"PRJNA285124"	"Unstranded"	20000	0.1306	0.0024	0.867	0.867	0.997239475500345	18481	0.92405	"Stranded"	"Failed"
"h. sapiens"	"SRR2043006"	"PRJNA285124"	"Unstranded"	20000	0.1288	0.0018	0.8694	0.8694	0.997933884297521	17730	0.8865	"Stranded"	"Failed"
"h. sapiens"	"SRR2043007"	"PRJNA285124"	"Unstranded"	20000	0.1222	0.0019	0.8759	0.8759	0.997835497835498	18117	0.90585	"Stranded"	"Failed"
"h. sapiens"	"SRR2184428"	"PRJNA293984"	"Stranded"	20000	0.1242	0.4404	0.4354	0.4404	0.502854532998401	18033	0.90165	"Unstranded"	"Failed"
"h. sapiens"	"SRR2184429"	"PRJNA293984"	"Stranded"	20000	0.1285	0.4313	0.4402	0.4402	0.505106138841079	17764	0.8882	"Unstranded"	"Failed"
"h. sapiens"	"SRR2184430"	"PRJNA293984"	"Stranded"	20000	0.1256	0.4439	0.4305	0.4439	0.507662397072278	17897	0.89485	"Unstranded"	"Failed"
"h. sapiens"	"SRR2891494"	"PRJNA301012"	"Unstranded"	20000	0.1205	0.0122	0.8673	0.8673	0.986128482092098	17862	0.8931	"Stranded"	"Failed"
"h. sapiens"	"SRR2891495"	"PRJNA301012"	"Unstranded"	20000	0.1248	0.0093	0.8659	0.8659	0.989373857404022	17816	0.8908	"Stranded"	"Failed"
"h. sapiens"	"SRR2891496"	"PRJNA301012"	"Unstranded"	20000	0.1254	0.0081	0.8665	0.8665	0.990738623370684	17987	0.89935	"Stranded"	"Failed"
"h. sapiens"	"SRR2927744"	"PRJNA301364"	"Stranded"	20000	0.1276	0.0337	0.8386	0.8386	0.961366502350109	7337	0.36685	"Stranded"	"Passed"
"h. sapiens"	"SRR2927745"	"PRJNA301364"	"Stranded"	20000	0.1176	0.049	0.8334	0.8334	0.944469628286491	6175	0.30875	"Stranded"	"Passed"
"h. sapiens"	"SRR2927746"	"PRJNA301364"	"Stranded"	20000	0.13	0.0377	0.8322	0.8322	0.956661685251178	7011	0.35055	"Stranded"	"Passed"
"h. sapiens"	"SRR3176269"	"PRJNA312400"	"Unstranded"	20000	0.1318	0.0029	0.8652	0.8652	0.996659371040203	16022	0.8011	"Stranded"	"Failed"
"h. sapiens"	"SRR3176270"	"PRJNA312400"	"Unstranded"	20000	0.1346	0.0032	0.8622	0.8622	0.996302287959325	15941	0.79705	"Stranded"	"Failed"
"h. sapiens"	"SRR3176271"	"PRJNA312400"	"Unstranded"	20000	0.1334	0.0029	0.8637	0.8637	0.996653588737595	16055	0.80275	"Stranded"	"Failed"
"h. sapiens"	"SRR3228429"	"PRJNA315294"	"Stranded"	20000	0.1029	0.0053	0.8918	0.8918	0.994092074462156	15609	0.78045	"Stranded"	"Passed"
"h. sapiens"	"SRR3228430"	"PRJNA315294"	"Stranded"	20000	0.1097	0.0052	0.8851	0.8851	0.994159272155453	15421	0.77105	"Stranded"	"Passed"
"h. sapiens"	"SRR3228431"	"PRJNA315294"	"Stranded"	20000	0.1233	0.0075	0.8693	0.8693	0.991446167883212	14143	0.70715	"Stranded"	"Passed"
"h. sapiens"	"SRR3727795"	"PRJNA327180"	"Unstranded"	20000	0.134	0.4341	0.4318	0.4341	0.501328097932787	17910	0.8955	"Unstranded"	"Passed"
"h. sapiens"	"SRR3727796"	"PRJNA327180"	"Unstranded"	20000	0.1288	0.4352	0.436	0.436	0.500459136822773	16397	0.81985	"Unstranded"	"Passed"
"h. sapiens"	"SRR3727797"	"PRJNA327180"	"Unstranded"	20000	0.1242	0.4293	0.4465	0.4465	0.509819593514501	16847	0.84235	"Unstranded"	"Passed"
"h. sapiens"	"SRR4016943"	"PRJNA338329"	"Unstranded"	20000	0.107	0.4413	0.4516	0.4516	0.505767723149289	17851	0.89255	"Unstranded"	"Passed"
"h. sapiens"	"SRR4016944"	"PRJNA338329"	"Unstranded"	20000	0.1232	0.439	0.4379	0.439	0.500627209487969	17934	0.8967	"Unstranded"	"Passed"
"h. sapiens"	"SRR4016945"	"PRJNA338329"	"Unstranded"	20000	0.1184	0.4406	0.441	0.441	0.500226860254083	18010	0.9005	"Unstranded"	"Passed"
"h. sapiens"	"SRR5115115"	"PRJNA357628"	"Stranded"	20000	0.1007	0.0054	0.894	0.894	0.993995997331554	17015	0.85075	"Stranded"	"Passed"
"h. sapiens"	"SRR5115116"	"PRJNA357628"	"Stranded"	20000	0.049	0.003	0.948	0.948	0.996845425867508	17678	0.8839	"Stranded"	"Passed"
"h. sapiens"	"SRR5115117"	"PRJNA357628"	"Stranded"	20000	0.0871	0.0047	0.9082	0.9082	0.994851571913682	14298	0.7149	"Stranded"	"Passed"
"h. sapiens"	"SRR5350614"	"PRJNA379443"	"Unstranded"	20000	0.1187	0.4387	0.4426	0.4426	0.502212640417565	17246	0.8623	"Unstranded"	"Passed"
"h. sapiens"	"SRR5350615"	"PRJNA379443"	"Unstranded"	20000	0.119	0.4435	0.4375	0.4435	0.503405221339387	17625	0.88125	"Unstranded"	"Passed"
"h. sapiens"	"SRR5350616"	"PRJNA379443"	"Unstranded"	20000	0.1173	0.4486	0.4341	0.4486	0.508213436048488	17076	0.8538	"Unstranded"	"Passed"
"h. sapiens"	"SRR5575722"	"PRJNA387175"	"Unstranded"	20000	0.1419	0.4299	0.4281	0.4299	0.501048951048951	11711	0.58555	"Unstranded"	"Passed"
"h. sapiens"	"SRR5575723"	"PRJNA387175"	"Unstranded"	20000	0.1311	0.4237	0.4452	0.4452	0.512371964552883	14506	0.7253	"Unstranded"	"Passed"
"h. sapiens"	"SRR5575724"	"PRJNA387175"	"Unstranded"	20000	0.1234	0.4377	0.4389	0.4389	0.500684462696783	14565	0.72825	"Unstranded"	"Passed"
"h. sapiens"	"SRR7146227"	"PRJNA470932"	"Stranded"	20000	0.114	0.005	0.881	0.881	0.994356659142212	17164	0.8582	"Stranded"	"Passed"
"h. sapiens"	"SRR7146228"	"PRJNA470932"	"Stranded"	20000	0.1151	0.005	0.8799	0.8799	0.994349644027574	17136	0.8568	"Stranded"	"Passed"
"h. sapiens"	"SRR7146229"	"PRJNA470932"	"Stranded"	20000	0.1117	0.0053	0.8831	0.8831	0.994034218820351	17133	0.85665	"Stranded"	"Passed"
"h. sapiens"	"SRR7890155"	"PRJNA492497"	"Stranded"	20000	0.1172	0.0237	0.8591	0.8591	0.973153602174898	8697	0.43485	"Stranded"	"Passed"
"h. sapiens"	"SRR7890156"	"PRJNA492497"	"Stranded"	20000	0.1124	0.0254	0.8622	0.8622	0.971383506083822	8621	0.43105	"Stranded"	"Passed"
"h. sapiens"	"SRR7890157"	"PRJNA492497"	"Stranded"	20000	0.1356	0.0217	0.8427	0.8427	0.974895881536326	11939	0.59695	"Stranded"	"Passed"
"h. sapiens"	"SRR934360"	"PRJNA211959"	"Unstranded"	20000	0.1399	0.438	0.4222	0.438	0.509183910718437	18352	0.9176	"Unstranded"	"Passed"
"h. sapiens"	"SRR934361"	"PRJNA211959"	"Unstranded"	20000	0.1383	0.4395	0.4223	0.4395	0.509979113483407	17266	0.8633	"Unstranded"	"Passed"
"h. sapiens"	"SRR10223738"	"PRJNA575571"	"Stranded"	200000	0.1233	0.0029	0.8738	0.8738	0.996692140983233	180425	0.902125	"Stranded"	"Passed"
"h. sapiens"	"SRR10223739"	"PRJNA575571"	"Stranded"	200000	0.1297	0.0037	0.8665	0.8665	0.995748103884165	176272	0.88136	"Stranded"	"Passed"
"h. sapiens"	"SRR10223740"	"PRJNA575571"	"Stranded"	200000	0.1358	0.0065	0.8576	0.8576	0.992477722485823	165747	0.828735	"Stranded"	"Passed"
"h. sapiens"	"SRR10894924"	"PRJNA601238"	"Stranded"	200000	0.125	0.006	0.8689	0.8689	0.993142073379815	161052	0.80526	"Stranded"	"Passed"
"h. sapiens"	"SRR10894925"	"PRJNA601238"	"Stranded"	200000	0.1131	0.0083	0.8786	0.8786	0.9906415604916	151063	0.755315	"Stranded"	"Passed"
"h. sapiens"	"SRR10894926"	"PRJNA601238"	"Stranded"	200000	0.1268	0.0047	0.8685	0.8685	0.994617498854787	161730	0.80865	"Stranded"	"Passed"
"h. sapiens"	"SRR1554436"	"PRJNA258522"	"Stranded"	200000	0.3041	0.0016	0.6942	0.6942	0.997700488646163	170981	0.854905	"Stranded"	"Passed"
"h. sapiens"	"SRR1554437"	"PRJNA258522"	"Stranded"	200000	0.2267	0.0011	0.7722	0.7722	0.998577524893314	174211	0.871055	"Stranded"	"Passed"
"h. sapiens"	"SRR1554438"	"PRJNA258522"	"Stranded"	200000	0.2812	0.0014	0.7174	0.7174	0.998052309404563	171778	0.85889	"Stranded"	"Passed"
"h. sapiens"	"SRR1714481"	"PRJNA270371"	"Stranded"	200000	0.1193	0.826	0.0547	0.826	0.937890314522539	77729	0.388645	"Stranded"	"Passed"
"h. sapiens"	"SRR1714482"	"PRJNA270371"	"Stranded"	200000	0.1165	0.8442	0.0393	0.8442	0.955517826825127	126198	0.63099	"Stranded"	"Passed"
"h. sapiens"	"SRR1714483"	"PRJNA270371"	"Stranded"	200000	0.1178	0.8534	0.0289	0.8534	0.967244701348748	145383	0.726915	"Stranded"	"Passed"
"h. sapiens"	"SRR1817386"	"PRJNA276277"	"Stranded"	200000	0.117	0.0076	0.8754	0.8754	0.991392978482446	181825	0.909125	"Stranded"	"Passed"
"h. sapiens"	"SRR1817387"	"PRJNA276277"	"Stranded"	200000	0.1275	0.0102	0.8623	0.8623	0.988309455587393	181651	0.908255	"Stranded"	"Passed"
"h. sapiens"	"SRR1817388"	"PRJNA276277"	"Stranded"	200000	0.1195	0.0084	0.872	0.872	0.990458882326215	182019	0.910095	"Stranded"	"Passed"
"h. sapiens"	"SRR2043005"	"PRJNA285124"	"Unstranded"	200000	0.1266	0.0025	0.8709	0.8709	0.997137623082208	184409	0.922045	"Stranded"	"Failed"
"h. sapiens"	"SRR2043006"	"PRJNA285124"	"Unstranded"	200000	0.1267	0.0019	0.8713	0.8713	0.997824095281722	177416	0.88708	"Stranded"	"Failed"
"h. sapiens"	"SRR2043007"	"PRJNA285124"	"Unstranded"	200000	0.1289	0.0027	0.8685	0.8685	0.996900826446281	181854	0.90927	"Stranded"	"Failed"
"h. sapiens"	"SRR2184428"	"PRJNA293984"	"Stranded"	200000	0.126	0.4363	0.4376	0.4376	0.500743792195903	180477	0.902385	"Unstranded"	"Failed"
"h. sapiens"	"SRR2184429"	"PRJNA293984"	"Stranded"	200000	0.1276	0.4338	0.4385	0.4385	0.502694027284191	178349	0.891745	"Unstranded"	"Failed"
"h. sapiens"	"SRR2184430"	"PRJNA293984"	"Stranded"	200000	0.1277	0.4357	0.4366	0.4366	0.500515877565058	177996	0.88998	"Unstranded"	"Failed"
"h. sapiens"	"SRR2891494"	"PRJNA301012"	"Unstranded"	200000	0.1214	0.0121	0.8665	0.8665	0.98622809014341	178831	0.894155	"Stranded"	"Failed"
"h. sapiens"	"SRR2891495"	"PRJNA301012"	"Unstranded"	200000	0.1225	0.0089	0.8686	0.8686	0.98985754985755	178239	0.891195	"Stranded"	"Failed"
"h. sapiens"	"SRR2891496"	"PRJNA301012"	"Unstranded"	200000	0.1203	0.0086	0.8711	0.8711	0.990223939979538	179614	0.89807	"Stranded"	"Failed"
"h. sapiens"	"SRR2927744"	"PRJNA301364"	"Stranded"	200000	0.1283	0.0334	0.8382	0.8382	0.961679669573199	72543	0.362715	"Stranded"	"Passed"
"h. sapiens"	"SRR2927745"	"PRJNA301364"	"Stranded"	200000	0.1257	0.0458	0.8285	0.8285	0.947615235045179	61942	0.30971	"Stranded"	"Passed"
"h. sapiens"	"SRR2927746"	"PRJNA301364"	"Stranded"	200000	0.1311	0.0366	0.8323	0.8323	0.957877776499022	71181	0.355905	"Stranded"	"Passed"
"h. sapiens"	"SRR3176269"	"PRJNA312400"	"Unstranded"	200000	0.1337	0.0034	0.8629	0.8629	0.996075262611105	159611	0.798055	"Stranded"	"Failed"
"h. sapiens"	"SRR3176270"	"PRJNA312400"	"Unstranded"	200000	0.136	0.0029	0.8611	0.8611	0.996643518518519	159689	0.798445	"Stranded"	"Failed"
"h. sapiens"	"SRR3176271"	"PRJNA312400"	"Unstranded"	200000	0.1366	0.0035	0.8599	0.8599	0.995946258976141	160224	0.80112	"Stranded"	"Failed"
"h. sapiens"	"SRR3228429"	"PRJNA315294"	"Stranded"	200000	0.1082	0.0047	0.8871	0.8871	0.994729760035882	155874	0.77937	"Stranded"	"Passed"
"h. sapiens"	"SRR3228430"	"PRJNA315294"	"Stranded"	200000	0.1112	0.0059	0.8829	0.8829	0.993361836183618	155006	0.77503	"Stranded"	"Passed"
"h. sapiens"	"SRR3228431"	"PRJNA315294"	"Stranded"	200000	0.12	0.0079	0.8721	0.8721	0.991022727272727	142194	0.71097	"Stranded"	"Passed"
"h. sapiens"	"SRR3727795"	"PRJNA327180"	"Unstranded"	200000	0.1344	0.4304	0.4352	0.4352	0.502772643253235	178424	0.89212	"Unstranded"	"Passed"
"h. sapiens"	"SRR3727796"	"PRJNA327180"	"Unstranded"	200000	0.1347	0.4337	0.4315	0.4337	0.501271382339344	162876	0.81438	"Unstranded"	"Passed"
"h. sapiens"	"SRR3727797"	"PRJNA327180"	"Unstranded"	200000	0.1241	0.4371	0.4388	0.4388	0.500970430414431	168148	0.84074	"Unstranded"	"Passed"
"h. sapiens"	"SRR4016943"	"PRJNA338329"	"Unstranded"	200000	0.1104	0.4448	0.4448	0.4448	0.5	178168	0.89084	"Unstranded"	"Passed"
